"quoteID","quoteText","subQuotationList","quoteByteSpans","speaker","addressees","quoteType","referringExpression","mentionTextsList","mentionSpansList","mentionEntitiesList"
"Q118","No, you don t feel it now. Some day, when you are old and wrinkled and
ugly, when thought has seared your forehead with its lines, and passion
branded your lips with its hideous fires, you will feel it, you will
feel it terribly. Now, wherever you go, you charm the world. Will it
always be so? ... You have a wonderfully beautiful face, Mr. Gray.
Don t frown. You have. And beauty is a form of genius is higher,
indeed, than genius, as it needs no explanation. It is of the great
facts of the world, like sunlight, or spring-time, or the reflection in
dark waters of that silver shell we call the moon. It cannot be
questioned. It has its divine right of sovereignty. It makes princes of
those who have it. You smile? Ah! when you have lost it you won t
smile.... People say sometimes that beauty is only superficial. That
may be so, but at least it is not so superficial as thought is. To me,
beauty is the wonder of wonders. It is only shallow people who do not
judge by appearances. The true mystery of the world is the visible, not
the invisible.... Yes, Mr. Gray, the gods have been good to you. But
what the gods give they quickly take away. You have only a few years in
which to live really, perfectly, and fully. When your youth goes, your
beauty will go with it, and then you will suddenly discover that there
are no triumphs left for you, or have to content yourself with those
mean triumphs that the memory of your past will make more bitter than
defeats. Every month as it wanes brings you nearer to something
dreadful. Time is jealous of you, and wars against your lilies and your
roses. You will become sallow, and hollow-cheeked, and dull-eyed. You
will suffer horribly.... Ah! realize your youth while you have it.
Don t squander the gold of your days, listening to the tedious, trying
to improve the hopeless failure, or giving away your life to the
ignorant, the common, and the vulgar. These are the sickly aims, the
false ideals, of our age. Live! Live the wonderful life that is in you!
Let nothing be lost upon you. Be always searching for new sensations.
Be afraid of nothing.... A new Hedonism that is what our century wants.
You might be its visible symbol. With your personality there is nothing
you could not do. The world belongs to you for a season.... The moment
I met you I saw that you were quite unconscious of what you really are,
of what you really might be. There was so much in you that charmed me
that I felt I must tell you something about yourself. I thought how
tragic it would be if you were wasted. For there is such a little time
that your youth will last such a little time. The common hill-flowers
wither, but they blossom again. The laburnum will be as yellow next
June as it is now. In a month there will be purple stars on the
clematis, and year after year the green night of its leaves will hold
its purple stars. But we never get back our youth. The pulse of joy
that beats in us at twenty becomes sluggish. Our limbs fail, our senses
rot. We degenerate into hideous puppets, haunted by the memory of the
passions of which we were too much afraid, and the exquisite
temptations that we had not the courage to yield to. Youth! Youth!
There is absolutely nothing in the world but youth!","['No, you don t feel it now. Some day, when you are old and wrinkled and\nugly, when thought has seared your forehead with its lines, and passion\nbranded your lips with its hideous fires, you will feel it, you will\nfeel it terribly. Now, wherever you go, you charm the world. Will it\nalways be so? ... You have a wonderfully beautiful face, Mr. Gray.\nDon t frown. You have. And beauty is a form of genius is higher,\nindeed, than genius, as it needs no explanation. It is of the great\nfacts of the world, like sunlight, or spring-time, or the reflection in\ndark waters of that silver shell we call the moon. It cannot be\nquestioned. It has its divine right of sovereignty. It makes princes of\nthose who have it. You smile? Ah! when you have lost it you won t\nsmile.... People say sometimes that beauty is only superficial. That\nmay be so, but at least it is not so superficial as thought is. To me,\nbeauty is the wonder of wonders. It is only shallow people who do not\njudge by appearances. The true mystery of the world is the visible, not\nthe invisible.... Yes, Mr. Gray, the gods have been good to you. But\nwhat the gods give they quickly take away. You have only a few years in\nwhich to live really, perfectly, and fully. When your youth goes, your\nbeauty will go with it, and then you will suddenly discover that there\nare no triumphs left for you, or have to content yourself with those\nmean triumphs that the memory of your past will make more bitter than\ndefeats. Every month as it wanes brings you nearer to something\ndreadful. Time is jealous of you, and wars against your lilies and your\nroses. You will become sallow, and hollow-cheeked, and dull-eyed. You\nwill suffer horribly.... Ah! realize your youth while you have it.\nDon t squander the gold of your days, listening to the tedious, trying\nto improve the hopeless failure, or giving away your life to the\nignorant, the common, and the vulgar. These are the sickly aims, the\nfalse ideals, of our age. Live! Live the wonderful life that is in you!\nLet nothing be lost upon you. Be always searching for new sensations.\nBe afraid of nothing.... A new Hedonism that is what our century wants.\nYou might be its visible symbol. With your personality there is nothing\nyou could not do. The world belongs to you for a season.... The moment\nI met you I saw that you were quite unconscious of what you really are,\nof what you really might be. There was so much in you that charmed me\nthat I felt I must tell you something about yourself. I thought how\ntragic it would be if you were wasted. For there is such a little time\nthat your youth will last such a little time. The common hill-flowers\nwither, but they blossom again. The laburnum will be as yellow next\nJune as it is now. In a month there will be purple stars on the\nclematis, and year after year the green night of its leaves will hold\nits purple stars. But we never get back our youth. The pulse of joy\nthat beats in us at twenty becomes sluggish. Our limbs fail, our senses\nrot. We degenerate into hideous puppets, haunted by the memory of the\npassions of which we were too much afraid, and the exquisite\ntemptations that we had not the courage to yield to. Youth! Youth!\nThere is absolutely nothing in the world but youth!']","[[42322, 45558]]","Lord Henry","['Dorian Gray']","Implicit","nan","[['you', 'you', 'your', 'your', 'you', 'you', 'you', 'you', 'You', 'Mr. Gray', 'You', 'You', 'you', 'you', 'Mr. Gray', 'you', 'You', 'your', 'your', 'you', 'you', 'yourself', 'your', 'you', 'you', 'your', 'your', 'You', 'You', 'your', 'you', 'your', 'your', 'you', 'you', 'You', 'your', 'you', 'you', 'you', 'you', 'you', 'you', 'you', 'you', 'you', 'your']]","[[[42326, 42329], [42364, 42367], [42423, 42427], [42473, 42477], [42507, 42510], [42525, 42528], [42566, 42569], [42574, 42577], [42621, 42624], [42660, 42668], [42683, 42686], [43030, 43033], [43050, 43053], [43067, 43070], [43382, 43390], [43419, 43422], [43471, 43474], [43549, 43553], [43566, 43570], [43604, 43607], [43667, 43670], [43691, 43699], [43744, 43748], [43821, 43824], [43874, 43877], [43896, 43900], [43912, 43916], [43924, 43927], [43983, 43986], [44024, 44028], [44041, 44044], [44081, 44085], [44173, 44177], [44326, 44329], [44356, 44359], [44473, 44476], [44511, 44515], [44545, 44548], [44584, 44587], [44622, 44625], [44637, 44640], [44672, 44675], [44696, 44699], [44738, 44741], [44782, 44785], [44848, 44851], [44902, 44906]]]","[[['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray']]]"
"Q119","I am waiting, Do come in. The light is quite perfect, and
you can bring your drinks.","['I am waiting,', 'Do come in. The light is quite perfect, and\nyou can bring your drinks.']","[[46404, 46417], [46430, 46500]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Anaphoric","he cried","[[], ['you', 'your']]","[[], [[46474, 46477], [46488, 46492]]]","[[], [['Dorian Gray', 'Lord Henry'], ['Dorian Gray', 'Lord Henry']]]"
"Q120","You are glad you have met me, Mr. Gray,","['You are glad you have met me, Mr. Gray,']","[[46682, 46721]]","Lord Henry","['Dorian Gray']","Explicit","said Lord Henry","[['You', 'you', 'Mr. Gray']]","[[[46682, 46685], [46695, 46698], [46712, 46720]]]","[[['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray']]]"
"Q121","Yes, I am glad now. I wonder shall I always be glad?","['Yes, I am glad now. I wonder shall I always be glad?']","[[46758, 46810]]","Dorian Gray","['Lord Henry']","Implicit","nan","[[]]","[[]]","[[]]"
"Q122","Always! That is a dreadful word. It makes me shudder when I hear it.
Women are so fond of using it. They spoil every romance by trying to
make it last for ever. It is a meaningless word, too. The only
difference between a caprice and a lifelong passion is that the caprice
lasts a little longer.","['Always! That is a dreadful word. It makes me shudder when I hear it.\nWomen are so fond of using it. They spoil every romance by trying to\nmake it last for ever. It is a meaningless word, too. The only\ndifference between a caprice and a lifelong passion is that the caprice\nlasts a little longer.']","[[46814, 47109]]","Lord Henry","['Dorian Gray']","Implicit","nan","[[]]","[[]]","[[]]"
"Q123","In that case, let our friendship be a caprice,","['In that case, let our friendship be a caprice,']","[[47189, 47235]]","Dorian Gray","['Lord Henry']","Anaphoric","he murmured","[['our']]","[[[47207, 47210]]]","[[['Dorian Gray', 'Henry']]]"
"Q124","It is quite
finished,","['It is quite\nfinished,']","[[47938, 47959]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Anaphoric","he cried","[[]]","[[]]","[[]]"
"Q125","My dear fellow, I congratulate you most warmly, It is the
finest portrait of modern times. Mr. Gray, come over and look at
yourself.","['My dear fellow, I congratulate you most warmly,', 'It is the\nfinest portrait of modern times. Mr. Gray, come over and look at\nyourself.']","[[48206, 48253], [48265, 48349]]","Lord Henry","['Dorian Gray', 'Basil Hallward']","Anaphoric","he said","[['My dear fellow', 'you'], ['Mr. Gray']]","[[[48206, 48220], [48237, 48240]], [[48308, 48316]]]","[[['Basil Hallward'], ['Basil Hallward']], [['Dorian Gray']]]"
"Q126","Is it really finished?","['Is it really finished?']","[[48403, 48425]]","Dorian Gray","['Basil Hallward', 'Lord Henry']","Anaphoric","he murmured","[[]]","[[]]","[[]]"
"Q127","Quite finished, And you have sat splendidly
to-day. I am awfully obliged to you.","['Quite finished,', 'And you have sat splendidly\nto-day. I am awfully obliged to you.']","[[48475, 48490], [48511, 48575]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Anaphoric","said the painter","[[], ['you', 'you']]","[[], [[48515, 48518], [48571, 48574]]]","[[], [['Dorian Gray'], ['Dorian Gray']]]"
"Q128","That is entirely due to me, Isn t it, Mr.
Gray?","['That is entirely due to me,', 'Isn t it, Mr.\nGray?']","[[48579, 48606], [48630, 48649]]","Lord Henry","['Dorian Gray', 'Basil Hallward']","Explicit","broke in Lord Henry","[[], []]","[[], []]","[[], []]"
"Q129","Don t you like it?","['Don t you like it?']","[[50168, 50186]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Explicit","cried Hallward","[['you']]","[[[50174, 50177]]]","[[['Dorian Gray']]]"
"Q130","Of course he likes it, Who wouldn t like it? It is
one of the greatest things in modern art. I will give you anything you
like to ask for it. I must have it.","['Of course he likes it,', 'Who wouldn t like it? It is\none of the greatest things in modern art. I will give you anything you\nlike to ask for it. I must have it.']","[[50284, 50306], [50326, 50460]]","Lord Henry","['Dorian Gray', 'Basil Hallward']","Explicit","said Lord Henry","[['he'], ['you', 'you']]","[[[50294, 50296]], [[50408, 50411], [50421, 50424]]]","[[['Dorian Gray']], [['Basil Hallward'], ['Basil Hallward']]]"
"Q131","It is not my property, Harry.","['It is not my property, Harry.']","[[50464, 50493]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Implicit","nan","[['Harry']]","[[[50487, 50492]]]","[[['Lord Henry']]]"
"Q132","Whose property is it?","['Whose property is it?']","[[50497, 50518]]","Lord Henry","['Dorian Gray', 'Basil Hallward']","Implicit","nan","[[]]","[[]]","[[]]"
"Q133","Dorian s, of course,","['Dorian s, of course,']","[[50522, 50542]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Anaphoric","answered the painter","[['Dorian']]","[[[50522, 50528]]]","[[['Dorian Gray']]]"
"Q134","He is a very lucky fellow.","['He is a very lucky fellow.']","[[50568, 50594]]","Lord Henry","['Dorian Gray', 'Basil Hallward']","Implicit","nan","[['He']]","[[[50568, 50570]]]","[[['Dorian Gray']]]"
"Q135","How sad it is! How sad it is! I shall grow old, and horrible, and
dreadful. But this picture will remain always young. It will never be
older than this particular day of June.... If it were only the other
way! If it were I who was to be always young, and the picture that was
to grow old! For that for that I would give everything! Yes, there is
nothing in the whole world I would not give! I would give my soul for
that!","['How sad it is!', 'How sad it is! I shall grow old, and horrible, and\ndreadful. But this picture will remain always young. It will never be\nolder than this particular day of June.... If it were only the other\nway! If it were I who was to be always young, and the picture that was\nto grow old! For that for that I would give everything! Yes, there is\nnothing in the whole world I would not give! I would give my soul for\nthat!']","[[50598, 50612], [50685, 51091]]","Dorian Gray","['Basil Hallward', 'Lord Henry']","Explicit","murmured Dorian Gray","[[], []]","[[], []]","[[], []]"
"Q136","You would hardly care for such an arrangement, Basil, It would be rather hard lines on your work.","['You would hardly care for such an arrangement, Basil,', 'It would be rather hard lines on your work.']","[[51095, 51148], [51179, 51222]]","Lord Henry","['Dorian Gray', 'Basil Hallward']","Explicit","cried Lord Henry","[['You', 'Basil'], ['your']]","[[[51095, 51098], [51142, 51147]], [[51212, 51216]]]","[[['Basil Hallward'], ['Basil Hallward']], [['Basil Hallward']]]"
"Q137","I should object very strongly, Harry,","['I should object very strongly, Harry,']","[[51226, 51263]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Explicit","said Hallward","[['Harry']]","[[[51257, 51262]]]","[[['Lord Henry']]]"
"Q138","I believe you would, Basil. You
like your art better than your friends. I am no more to you than a
green bronze figure. Hardly as much, I dare say.","['I believe you would, Basil. You\nlike your art better than your friends. I am no more to you than a\ngreen bronze figure. Hardly as much, I dare say.']","[[51320, 51467]]","Dorian Gray","['Basil Hallward', 'Lord Henry']","Implicit","nan","[['you', 'Basil', 'You', 'your', 'your', 'you']]","[[[51330, 51333], [51341, 51346], [51348, 51351], [51357, 51361], [51378, 51382], [51408, 51411]]]","[[['Basil Hallward'], ['Basil Hallward'], ['Basil Hallward'], ['Basil Hallward'], ['Basil Hallward'], ['Basil Hallward']]]"
"Q139","Yes, I am less to you than your ivory Hermes or your
silver Faun. You will like them always. How long will you like me? Till
I have my first wrinkle, I suppose. I know, now, that when one loses
one s good looks, whatever they may be, one loses everything. Your
picture has taught me that. Lord Henry Wotton is perfectly right. Youth
is the only thing worth having. When I find that I am growing old, I
shall kill myself.","['Yes,', 'I am less to you than your ivory Hermes or your\nsilver Faun. You will like them always. How long will you like me? Till\nI have my first wrinkle, I suppose. I know, now, that when one loses\none s good looks, whatever they may be, one loses everything. Your\npicture has taught me that. Lord Henry Wotton is perfectly right. Youth\nis the only thing worth having. When I find that I am growing old, I\nshall kill myself.']","[[51636, 51640], [51657, 52072]]","Dorian Gray","['Basil Hallward', 'Lord Henry']","Anaphoric","he continued","[[], ['you', 'your', 'your', 'You', 'you', 'Your', 'Lord Henry Wotton', 'Henry', 'Wotton']]","[[], [[51670, 51673], [51679, 51683], [51700, 51704], [51718, 51721], [51759, 51762], [51908, 51912], [51941, 51958], [51946, 51951], [51952, 51958]]]","[[], [['Basil Hallward'], ['Basil Hallward'], ['Basil Hallward'], ['Basil Hallward'], ['Basil Hallward'], ['Basil Hallward'], ['Lord Henry'], ['Lord Henry'], ['Lord Henry']]]"
"Q140","Dorian! Dorian! don t talk like that. I have never had such a friend as you, and I
shall never have such another. You are not jealous of material things,
are you? you who are finer than any of them!","['Dorian! Dorian!', 'don t talk like that. I have never had such a friend as you, and I\nshall never have such another. You are not jealous of material things,\nare you? you who are finer than any of them!']","[[52118, 52133], [52146, 52328]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Anaphoric","he cried","[['Dorian', 'Dorian'], ['you', 'You', 'you', 'you']]","[[[52118, 52124], [52126, 52132]], [[52202, 52205], [52244, 52247], [52288, 52291], [52293, 52296]]]","[[['Dorian Gray'], ['Dorian Gray']], [['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray']]]"
"Q141","I am jealous of everything whose beauty does not die. I am jealous of
the portrait you have painted of me. Why should it keep what I must
lose? Every moment that passes takes something from me and gives
something to it. Oh, if it were only the other way! If the picture
could change, and I could be always what I am now! Why did you paint
it? It will mock me some day mock me horribly!","['I am jealous of everything whose beauty does not die. I am jealous of\nthe portrait you have painted of me. Why should it keep what I must\nlose? Every moment that passes takes something from me and gives\nsomething to it. Oh, if it were only the other way! If the picture\ncould change, and I could be always what I am now! Why did you paint\nit? It will mock me some day mock me horribly!']","[[52332, 52717]]","Dorian Gray","['Basil Hallward', 'Lord Henry']","Implicit","nan","[['you', 'you']]","[[[52415, 52418], [52661, 52664]]]","[[['Basil Hallward'], ['Basil Hallward']]]"
"Q142","This is your doing, Harry,","['This is your doing, Harry,']","[[52877, 52903]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Anaphoric","said the painter","[['your', 'Harry']]","[[[52885, 52889], [52897, 52902]]]","[[['Lord Henry'], ['Lord Henry']]]"
"Q143","It is the real Dorian Gray that is
all.","['It is the real Dorian Gray that is\nall.']","[[52969, 53008]]","Lord Henry","['Dorian Gray', 'Basil Hallward']","Implicit","nan","[['Dorian Gray', 'Gray']]","[[[52984, 52995], [52991, 52995]]]","[[['Dorian Gray'], ['Dorian Gray']]]"
"Q144","It is not.","['It is not.']","[[53012, 53022]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Implicit","nan","[[]]","[[]]","[[]]"
"Q145","If it is not, what have I to do with it?","['If it is not, what have I to do with it?']","[[53026, 53066]]","Lord Henry","['Dorian Gray', 'Basil Hallward']","Implicit","nan","[[]]","[[]]","[[]]"
"Q146","You should have gone away when I asked you,","['You should have gone away when I asked you,']","[[53070, 53113]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Anaphoric","he muttered","[['You', 'you']]","[[[53070, 53073], [53109, 53112]]]","[[['Lord Henry'], ['Lord Henry']]]"
"Q147","I stayed when you asked me,","['I stayed when you asked me,']","[[53130, 53157]]","Lord Henry","['Dorian Gray', 'Basil Hallward']","Explicit","was Lord Henry s answer","[[]]","[[]]","[[]]"
"Q148","Harry, I can t quarrel with my two best friends at once, but between
you both you have made me hate the finest piece of work I have ever
done, and I will destroy it. What is it but canvas and colour? I will
not let it come across our three lives and mar them.","['Harry, I can t quarrel with my two best friends at once, but between\nyou both you have made me hate the finest piece of work I have ever\ndone, and I will destroy it. What is it but canvas and colour? I will\nnot let it come across our three lives and mar them.']","[[53186, 53445]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Implicit","nan","[['Harry', 'my two best friends', 'you', 'you', 'our', 'them']]","[[[53186, 53191], [53214, 53233], [53255, 53258], [53264, 53267], [53416, 53419], [53440, 53444]]]","[[['Lord Henry'], ['Dorian Gray', 'Henry'], ['Dorian Gray', 'Lord Henry'], ['Dorian Gray', 'Lord Henry'], ['Dorian Gray', 'Basil Hallward'], ['Lord Henry']]]"
"Q149","Don t, Basil, don t! It would be murder!","['Don t, Basil, don t!', 'It would be murder!']","[[54068, 54088], [54101, 54120]]","Dorian Gray","['Basil Hallward', 'Lord Henry']","Anaphoric","he cried","[['Basil'], []]","[[[54075, 54080]], []]","[[['Basil Hallward']], []]"
"Q150","I am glad you appreciate my work at last, Dorian, I never thought you
would.","['I am glad you appreciate my work at last, Dorian,', 'I never thought you\nwould.']","[[54124, 54173], [54241, 54267]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Anaphoric","said the painter","[['you', 'Dorian'], ['you']]","[[[54134, 54137], [54166, 54172]], [[54257, 54260]]]","[[['Dorian Gray'], ['Dorian Gray']], [['Dorian Gray']]]"
"Q151","Appreciate it? I am in love with it, Basil. It is part of myself. I
feel that.","['Appreciate it? I am in love with it, Basil. It is part of myself. I\nfeel that.']","[[54271, 54349]]","Dorian Gray","['Basil Hallward', 'Lord Henry']","Implicit","nan","[['Basil']]","[[[54308, 54313]]]","[[['Basil Hallward']]]"
"Q152","Well, as soon as you are dry, you shall be varnished, and framed, and
sent home. Then you can do what you like with yourself.","['Well, as soon as you are dry, you shall be varnished, and framed, and\nsent home. Then you can do what you like with yourself.']","[[54353, 54478]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Implicit","nan","[['you', 'you', 'you', 'you']]","[[[54370, 54373], [54383, 54386], [54439, 54442], [54455, 54458]]]","[[['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray']]]"
"Q153","You will have tea, of
course, Dorian? And so will you, Harry? Or do you object to such simple
pleasures?","['You will have tea, of\ncourse, Dorian? And so will you, Harry? Or do you object to such simple\npleasures?']","[[54538, 54642]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Implicit","nan","[['You', 'Dorian', 'you', 'Harry', 'you']]","[[[54538, 54541], [54568, 54574], [54588, 54591], [54593, 54598], [54606, 54609]]]","[[['Dorian Gray'], ['Dorian Gray'], ['Lord Henry'], ['Lord Henry'], ['Lord Henry']]]"
"Q154","I adore simple pleasures, They are the last refuge
of the complex. But I don t like scenes, except on the stage. What
absurd fellows you are, both of you! I wonder who it was defined man as
a rational animal. It was the most premature definition ever given. Man
is many things, but he is not rational. I am glad he is not, after
all though I wish you chaps would not squabble over the picture. You
had much better let me have it, Basil. This silly boy doesn t really
want it, and I really do.","['I adore simple pleasures,', 'They are the last refuge\nof the complex. But I don t like scenes, except on the stage. What\nabsurd fellows you are, both of you! I wonder who it was defined man as\na rational animal. It was the most premature definition ever given. Man\nis many things, but he is not rational. I am glad he is not, after\nall though I wish you chaps would not squabble over the picture. You\nhad much better let me have it, Basil. This silly boy doesn t really\nwant it, and I really do.']","[[54646, 54671], [54691, 55157]]","Lord Henry","['Dorian Gray', 'Basil Hallward']","Explicit","said Lord Henry","[[], ['you', 'you', 'you chaps', 'You', 'Basil', 'This silly boy']]","[[], [[54798, 54801], [54815, 54818], [55012, 55021], [55059, 55062], [55095, 55100], [55102, 55116]]]","[[], [['Dorian Gray', 'Basil Hallward'], ['Dorian Gray', 'Basil Hallward'], ['Basil Hallward', 'Dorian Gray'], ['Basil Hallward'], ['Basil Hallward'], ['Dorian Gray']]]"
"Q155","If you let any one have it but me, Basil, I shall never forgive you! and I don t allow people to call me a silly boy.","['If you let any one have it but me, Basil, I shall never forgive you!', 'and I don t allow people to call me a silly boy.']","[[55161, 55229], [55251, 55299]]","Dorian Gray","['Basil Hallward', 'Lord Henry']","Explicit","cried Dorian Gray","[['you', 'Basil', 'you'], []]","[[[55164, 55167], [55196, 55201], [55225, 55228]], []]","[[['Basil Hallward'], ['Basil Hallward'], ['Basil Hallward']], []]"
"Q156","You know the picture is yours, Dorian. I gave it to you before it
existed.","['You know the picture is yours, Dorian. I gave it to you before it\nexisted.']","[[55303, 55377]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Implicit","nan","[['You', 'Dorian', 'you']]","[[[55303, 55306], [55334, 55340], [55355, 55358]]]","[[['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray']]]"
"Q157","And you know you have been a little silly, Mr. Gray, and that you
don t really object to being reminded that you are extremely young.","['And you know you have been a little silly, Mr. Gray, and that you\ndon t really object to being reminded that you are extremely young.']","[[55381, 55514]]","Lord Henry","['Dorian Gray', 'Basil Hallward']","Implicit","nan","[['you', 'you', 'Mr. Gray', 'you', 'you']]","[[[55385, 55388], [55394, 55397], [55424, 55432], [55443, 55446], [55490, 55493]]]","[[['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray']]]"
"Q158","I should have objected very strongly this morning, Lord Henry.","['I should have objected very strongly this morning, Lord Henry.']","[[55518, 55580]]","Dorian Gray","['Basil Hallward', 'Lord Henry']","Implicit","nan","[['Lord Henry']]","[[[55569, 55579]]]","[[['Lord Henry']]]"
"Q159","Ah! this morning! You have lived since then.","['Ah! this morning! You have lived since then.']","[[55584, 55628]]","Lord Henry","['Dorian Gray', 'Basil Hallward']","Implicit","nan","[['You']]","[[[55602, 55605]]]","[[['Dorian Gray']]]"
"Q160","Let us go to the theatre to-night, There is sure to
be something on, somewhere. I have promised to dine at White s, but it
is only with an old friend, so I can send him a wire to say that I am
ill, or that I am prevented from coming in consequence of a subsequent
engagement. I think that would be a rather nice excuse: it would have
all the surprise of candour.","['Let us go to the theatre to-night,', 'There is sure to\nbe something on, somewhere. I have promised to dine at White s, but it\nis only with an old friend, so I can send him a wire to say that I am\nill, or that I am prevented from coming in consequence of a subsequent\nengagement. I think that would be a rather nice excuse: it would have\nall the surprise of candour.']","[[56024, 56058], [56078, 56405]]","Lord Henry","['Dorian Gray', 'Basil Hallward']","Explicit","said Lord Henry","[['us'], []]","[[[56028, 56030]], []]","[[['Dorian Gray', 'Basil Hallward', 'Lord Henry']], []]"
"Q161","It is such a bore putting on one s dress-clothes, And, when one has them on, they are so horrid.","['It is such a bore putting on one s dress-clothes,', 'And, when one has them on, they are so horrid.']","[[56409, 56458], [56480, 56526]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Explicit","muttered Hallward","[[], []]","[[], []]","[[], []]"
"Q162","Yes, the costume of the nineteenth
century is detestable. It is so sombre, so depressing. Sin is the only
real colour-element left in modern life.","['Yes,', 'the costume of the nineteenth\ncentury is detestable. It is so sombre, so depressing. Sin is the only\nreal colour-element left in modern life.']","[[56530, 56534], [56567, 56708]]","Lord Henry","['Dorian Gray', 'Basil Hallward']","Explicit","answered Lord Henry","[[], []]","[[], []]","[[], []]"
"Q163","You really must not say things like that before Dorian, Harry.","['You really must not say things like that before Dorian, Harry.']","[[56712, 56774]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Implicit","nan","[['You', 'Dorian', 'Harry']]","[[[56712, 56715], [56760, 56766], [56768, 56773]]]","[[['Lord Henry'], ['Dorian Gray'], ['Lord Henry']]]"
"Q164","Before which Dorian? The one who is pouring out tea for us, or the one
in the picture?","['Before which Dorian? The one who is pouring out tea for us, or the one\nin the picture?']","[[56778, 56864]]","Lord Henry","['Dorian Gray', 'Basil Hallward']","Implicit","nan","[['Dorian', 'us']]","[[[56791, 56797], [56834, 56836]]]","[[['Dorian Gray'], ['Basil Hallward', 'Lord Henry']]]"
"Q165","Before either.","['Before either.']","[[56868, 56882]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Implicit","nan","[[]]","[[]]","[[]]"
"Q166","I should like to come to the theatre with you, Lord Henry,","['I should like to come to the theatre with you, Lord Henry,']","[[56886, 56944]]","Dorian Gray","['Basil Hallward', 'Lord Henry']","Anaphoric","said the lad","[['you', 'Lord Henry']]","[[[56928, 56931], [56933, 56943]]]","[[['Lord Henry'], ['Lord Henry']]]"
"Q167","Then you shall come; and you will come, too, Basil, won t you?","['Then you shall come; and you will come, too, Basil, won t you?']","[[56962, 57024]]","Lord Henry","['Dorian Gray', 'Basil Hallward']","Implicit","nan","[['you', 'you', 'Basil', 'you']]","[[[56967, 56970], [56987, 56990], [57007, 57012], [57020, 57023]]]","[[['Dorian Gray'], ['Basil Hallward'], ['Basil Hallward'], ['Basil Hallward']]]"
"Q168","I can t, really. I would sooner not. I have a lot of work to do.","['I can t, really. I would sooner not. I have a lot of work to do.']","[[57028, 57092]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Implicit","nan","[[]]","[[]]","[[]]"
"Q169","Well, then, you and I will go alone, Mr. Gray.","['Well, then, you and I will go alone, Mr. Gray.']","[[57096, 57142]]","Lord Henry","['Dorian Gray', 'Basil Hallward']","Implicit","nan","[['you', 'Mr. Gray']]","[[[57108, 57111], [57133, 57141]]]","[[['Dorian Gray'], ['Dorian Gray']]]"
"Q170","I should like that awfully.","['I should like that awfully.']","[[57146, 57173]]","Dorian Gray","['Basil Hallward', 'Lord Henry']","Implicit","nan","[[]]","[[]]","[[]]"
"Q171","I shall stay with the real Dorian,","['I shall stay with the real Dorian,']","[[57247, 57281]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Anaphoric","he said","[['Dorian']]","[[[57274, 57280]]]","[[['Dorian Gray']]]"
